criteria_id,group_id,criteria_name,field_identifier,criteria_type,evaluation_mode,operator,value_numeric,value_text,unit,measurement_window_value,measurement_window_unit,special_case_note,display_order,valid_from,valid_to,source_document_id,source_page,last_verified_at
d98262fd-3dca-468a-b829-8c07284c0bc3,ce22c6c4-d312-47be-b81d-26e005fd6faa,추천지역 계속 거주,applicant.residence.continuous_in_recommended_region,EXISTENCE,AUTOMATED,EXISTS,,추천지역 내 계속 거주,,,,,40,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2026-08-15
080833d2-54d8-4436-a1be-ed61969cb6ec,ce22c6c4-d312-47be-b81d-26e005fd6faa,실거주 유예,applicant.residence.relocation_grace_period_days,NUMERIC,INFORMATIONAL,,,자격변경 후 30일 이내 전입신고와 이사 완료,,,,"최초 신청 요건이 아니라 자격 변경(허가) 이후 유지의무 — 원문이 ""자격 변경 후 30일 이내 전입신고 및 이사 완료""라고 명시. 최초 자격판정 시점에는 아직 자격 변경 전이라 이 값 자체가 존재하지 않으므로 AUTOMATED로 두면 최초 신청자를 항상 FAIL 처리하게 된다. 본 행은 유예기간 존재 여부만 안내(F-4-R 허가조건(거주지 유지의무) 행과 동일한 처리).",41,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2026-08-15
50fbdfc4-913f-4dab-b41c-c8bc3d3a2a36,ce22c6c4-d312-47be-b81d-26e005fd6faa,최초 추천지역 실거주,applicant.residence.years_in_recommended_region_since_approval,NUMERIC,INFORMATIONAL,,,허가일부터 최초 2년,,,,"최초 신청 요건이 아니라 허가 이후 유지의무 — 원문이 ""허가일로부터 최초 2년은 추천지역에 실거주""라고 명시. 최초 자격판정 시점에는 아직 허가 전이라 이 값 자체가 존재하지 않으므로 AUTOMATED로 두면 최초 신청자를 항상 FAIL 처리하게 된다. 본 행은 유지의무 존재 여부만 안내(F-4-R 허가조건(거주지 유지의무) 행과 동일한 처리).",42,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2026-08-15
fc0b8495-f36f-452a-8fd0-beaf9c0d52a6,d35e8a1e-05c7-4830-82fc-7be28da2197b,특정 중대범죄 전력,applicant.criminal_record.severe_offense,EXISTENCE,AUTOMATED,NOT_EXISTS,,특정강력범죄·협박·공갈·사기·전화금융사기·마약·성폭력 형 선고 사실 없음,,,,,70,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-15
aae7b37b-baba-46e0-a6a0-7c18def19d63,d35e8a1e-05c7-4830-82fc-7be28da2197b,금고 이상 형 경과기간,applicant.criminal_record.imprisonment_elapsed_years,NUMERIC,AUTOMATED,GTE,5,집행 종료·면제일부터 5년 경과,YEAR,,,,71,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-15
9aa5fbef-c1b6-4603-9282-adb7fd7a0eec,d35e8a1e-05c7-4830-82fc-7be28da2197b,고액 벌금형,applicant.criminal_record.fine_amount_krw_recent3y,NUMERIC,AUTOMATED,LT,3000000,최근 3년 내 300만원 이상 벌금형 없음,KRW,,,,72,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-15
74af558b-c488-4b39-9a24-f9a0ff60ce28,d35e8a1e-05c7-4830-82fc-7be28da2197b,출입국관리법 범칙금,applicant.immigration_act_violation.fine_amount_krw_recent3y,NUMERIC,AUTOMATED,LT,5000000,최근 3년 내 합계 500만원 미만,KRW,,,,73,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,6,2026-08-15
8f87f6eb-b65b-411b-bde9-87b815863757,d35e8a1e-05c7-4830-82fc-7be28da2197b,범칙금 처분 횟수,applicant.immigration_act_violation.count_recent3y,NUMERIC,AUTOMATED,LT,3,최근 3년 내 3회 미만,COUNT,,,,74,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,6,2026-08-15
a2f45bf4-41b0-449a-87d2-5c0ed516b297,d35e8a1e-05c7-4830-82fc-7be28da2197b,입국금지 대상,applicant.entry_ban_status,EXISTENCE,AUTOMATED,NOT_EXISTS,,출입국관리법 제11조 제1항의 입국금지 대상이 아님,,,,,75,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,6,2026-08-15
7d26ea47-d309-45e4-8eb8-8c447d0ec9a2,d35e8a1e-05c7-4830-82fc-7be28da2197b,준법시민교육,,EXISTENCE,INFORMATIONAL,EXISTS,,결격사유가 아닌 국내법 위반 사실 확인 시 교육 대상,,,,,76,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,6,2026-08-15
f0234f1a-2f12-44cd-9741-15c2e8e29654,08a845d4-42d8-40bd-b181-bb4b54c914e5,사회통합프로그램 이수,applicant.language.social_integration_program_level,NUMERIC,AUTOMATED,GTE,3,3단계 이상,LEVEL,,,,80,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,6,2026-08-15
3bd4d287-5b71-4f78-9b45-6f38c4cafcc4,08a845d4-42d8-40bd-b181-bb4b54c914e5,사회통합프로그램 사전평가,applicant.language.social_integration_preassessment_level,NUMERIC,AUTOMATED,GTE,4,4단계 이상 배정,LEVEL,,,,81,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,6,2026-08-15
ee337e15-bbe8-4638-bed9-f5c1d5bdb2ab,08a845d4-42d8-40bd-b181-bb4b54c914e5,한국어능력시험,applicant.language.topik_grade,NUMERIC,AUTOMATED,GTE,3,TOPIK 3급 이상,GRADE,,,,82,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,6,2026-08-15
1d53343f-4842-4ff8-b369-4423f63531dd,e9d66743-9639-4f3b-92fc-1f20901f6a2d,타 지자체 중복 추천 신청,application.duplicate_local_government_recommendation,EXISTENCE,AUTOMATED,NOT_EXISTS,,중복 추천 발견 시 허가 취소 및 해당 연도 접수 제한,,,,원문 오탈자 '중복 추전'을 의미상 '중복 추천'으로 정규화,140,2025-03-07,2026-09-18,6fe08cb5-96dd-4784-b266-f72d517595fc,8,2026-08-15
1dea27f6-a648-4359-b526-c432fe997108,09f6f125-c475-4639-b317-942eefde15c6,E-7-4 체류기간,applicant.e74_conversion_years,NUMERIC,AUTOMATED,GTE,2,E-7-4 자격변경 후 2년 이상,YEAR,,,공고가 별도로 허용한 경로,10,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2026-08-25
5ccfc29b-0289-4f55-8458-e708c8f3787d,bbf0c55d-690b-41a2-981f-c9302e9664de,E-7-4 현 근무처 계속 근무,applicant.e74_workplace_continuation,TEXT,AUTOMATED,EQ,,continue_current_workplace,,,,,11,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2026-08-25
6428247e-68a9-42b2-87a8-8f82d03b6e93,bbf0c55d-690b-41a2-981f-c9302e9664de,E-7-4 계약 종료 경로,applicant.e74_contract_end_within_months,NUMERIC,AUTOMATED,LTE,3,현 계약 종료 또는 3개월 이내 종료 예정,MONTH,,,,12,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2026-08-25
238c8701-2aed-4a65-a3fe-b2ae83b8c52e,bbf0c55d-690b-41a2-981f-c9302e9664de,E-7-4 후 D-10 포함,applicant.e74_to_d10_status,LIST,AUTOMATED,IN,,"[""D-10""]",,,,E-7-4로 2년 이상 체류 후 D-10 변경자 포함,13,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2026-08-25
3ff4bf67-c04b-4744-9e29-90ca7dbee389,5ab65e8d-c0fb-4bc8-b548-ba7003461c66,E-7-4R 체류기간,applicant.e74r_conversion_years,NUMERIC,AUTOMATED,GTE,3,E-7-4R 자격변경 후 3년 이상,YEAR,,,,14,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2026-08-25
1e8a1ecc-edf4-470c-b02c-f39ffb892c25,5ab65e8d-c0fb-4bc8-b548-ba7003461c66,인구감소지역 거주,applicant.residence.in_population_decline_region,EXISTENCE,AUTOMATED,EXISTS,,인구감소지역에 거주,,,,,15,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2026-08-25
e99de2e2-917f-4509-9e9f-812c87fa0a98,1bbf2cb4-4472-4e84-a8a4-0745fb138e42,국내 교육과정 체류,applicant.education.domestic_study_years,NUMERIC,AUTOMATED,GTE,2,대상 교육기관에서 국내 2년 이상 체류하며 과정 이수,YEAR,,,,21,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2026-08-25
73a65413-d9c8-4562-ad66-f621c78f4e5a,586b8445-841c-4598-a6a0-33b20aeea137,국내 전문학사 이상 학위 취득,applicant.education.domestic_degree_status,LIST,AUTOMATED,IN,,"[""associate_degree_or_higher""]",,,,,20,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2026-08-25
7bc62edc-0a8e-40e2-838d-785099d105bf,74dc9ccc-56eb-46e4-bc32-b8844fad38fb,국내 전문대학 이상 졸업 예정,applicant.education.domestic_graduation_status,TEXT,AUTOMATED,EQ,,graduation_expected,,,,,21,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2026-08-25
61edeeaa-fdfb-4f47-b40c-637519ae002a,74dc9ccc-56eb-46e4-bc32-b8844fad38fb,졸업예정 기한,applicant.education.graduation_deadline_months,NUMERIC,AUTOMATED,LTE,6,신청일부터 6개월 이내 졸업·학위 취득 예정,MONTH,,,,22,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,3,2026-08-25
97c2d7cd-9e9b-452b-8b4e-e89e728cd8f4,3eb3ecbc-bb99-40c7-8069-6ea64bccd4dd,연간 생활임금 이상,applicant.income.annual_amount_krw,NUMERIC,AUTOMATED,GTE,30539916,"연 30,539,916원 이상",KRW/YEAR,,,,30,2026-01-01,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2026-08-25
4c82898d-70ed-471b-ad64-941cc3ba7baa,3eb3ecbc-bb99-40c7-8069-6ea64bccd4dd,소득 인정 주체,applicant.income.recognized_party,TEXT,AUTOMATED,EQ,,applicant_only,,,,,31,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2026-08-25
3a3c2b3a-d6d2-4bf4-b569-c4800e2f4744,3eb3ecbc-bb99-40c7-8069-6ea64bccd4dd,소득 산정기간,applicant.income.calculation_period,TEXT,INFORMATIONAL,,,전년도 1월 1일~12월 31일; 증명 발급 전에는 전전년도,,,,,32,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2026-08-25
0c674e1d-910a-46a1-be99-3e853b0dc0e9,3eb3ecbc-bb99-40c7-8069-6ea64bccd4dd,인정 소득 종류,applicant.income.recognized_types,LIST,AUTOMATED,IN,,"[""interest"", ""dividend"", ""business"", ""employment"", ""pension"", ""other""]",,,,,33,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,4,2026-08-25
28789275-6af9-4229-a600-26c669685408,5612ed33-a297-4cd7-93a0-69851c727996,근무 지역,employment.work_region,LIST,AUTOMATED,IN,,"[""recommended_region""]",,,,,50,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-25
f12fba6e-7054-4a57-8a59-49922b571c4c,5612ed33-a297-4cd7-93a0-69851c727996,근로계약서상 연봉,employment.annual_salary_krw,NUMERIC,AUTOMATED,GTE,30539916,"연 30,539,916원 이상",KRW/YEAR,,,,51,2026-01-01,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-25
cefb52c0-c047-44a3-81f2-a44ce2a2d4ce,5612ed33-a297-4cd7-93a0-69851c727996,근로 시작 기한,employment.start_deadline_months,NUMERIC,AUTOMATED,LTE,3,신청일 이후 3개월 이내,MONTH,,,,52,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-25
d3c8df8b-bf39-4912-91be-b66cfa447d7c,5612ed33-a297-4cd7-93a0-69851c727996,근로계약 기간,employment.contract_duration_years,NUMERIC,AUTOMATED,GTE,1,1년 이상,YEAR,,,,53,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-25
e99ca30f-12b2-4f7a-b46d-cf0fd7e53ebf,5612ed33-a297-4cd7-93a0-69851c727996,고용주·사용자 동일,employment.employer_user_same_entity,TEXT,AUTOMATED,EQ,,same_entity,,,,,54,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-25
18508c09-9ac3-4116-aa86-29f9bbabce93,5612ed33-a297-4cd7-93a0-69851c727996,일당제·파견제 취업 금지,employment.prohibited_employment_type,LIST,AUTOMATED,NOT_IN,,"[""daily_or_dispatched_work""]",,,,,55,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-25
7b4d4807-bd58-4564-8b72-2fa1460bdd79,5612ed33-a297-4cd7-93a0-69851c727996,근무처 변경 제한,employment.workplace_change_restriction_years,NUMERIC,AUTOMATED,GTE,1,자격변경 후 1년 이내 원칙적 제한,YEAR,,,"휴·폐업, 임금체불 등 예외 시 허가조건 변경 심사",56,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-25
529d0a2c-b2d3-4de8-8f53-8529ac94dbdb,56e2fdb1-8fc0-4c61-82e7-ce411b49cf94,사행행위 영업,employment.restricted_industry.gambling_business,LIST,AUTOMATED,NOT_IN,,"[""사행행위 영업""]",,,,,130,2025-03-07,2026-09-18,6fe08cb5-96dd-4784-b266-f72d517595fc,4,2026-08-25
c2c20e11-e125-4565-9c06-d078a7dc69d7,56e2fdb1-8fc0-4c61-82e7-ce411b49cf94,단란·유흥주점,employment.restricted_industry.entertainment_bar,LIST,AUTOMATED,NOT_IN,,"[""단란·유흥주점""]",,,,,131,2025-03-07,2026-09-18,6fe08cb5-96dd-4784-b266-f72d517595fc,4,2026-08-25
e36fcd38-a4ff-45a3-8772-fcaec79e6428,56e2fdb1-8fc0-4c61-82e7-ce411b49cf94,선량한 풍속에 반하는 영업,employment.restricted_industry.public_morals_violation,LIST,AUTOMATED,NOT_IN,,"[""선량한 풍속에 반하는 영업""]",,,,,132,2025-03-07,2026-09-18,6fe08cb5-96dd-4784-b266-f72d517595fc,4,2026-08-25
ac2c67df-9c26-4215-9f13-aa9805ac720a,56e2fdb1-8fc0-4c61-82e7-ce411b49cf94,기타 제한 분야,employment.restricted_industry.other,LIST,AUTOMATED,NOT_IN,,"[""기타 제한 분야""]",,,,,133,2025-03-07,2026-09-18,6fe08cb5-96dd-4784-b266-f72d517595fc,4,2026-08-25
cb2a5232-d181-4f89-80fd-eb9a196bbebc,a73c677a-9af6-46c1-86c8-4162c3022556,국세·지방세 체납 없음,employer.tax_arrears,EXISTENCE,AUTOMATED,NOT_EXISTS,,고용업체의 국세·지방세 체납 사실이 없어야 함,,,,,90,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,6,2026-08-25
88c7e6ec-87c3-4a33-98f0-0ce93be4f2b1,550e2cb0-bbd5-4210-9cca-1097b7e56c11,내국인 고용인원 산정,employer.capacity.domestic_employee_criteria,NUMERIC,INFORMATIONAL,,3,최저임금 충족 및 3개월 이상 고용보험 가입자,MONTH,,,,91,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,6,2026-08-25
690ca976-2e5c-482d-afcf-7df44ab215ae,550e2cb0-bbd5-4210-9cca-1097b7e56c11,고용 허용인원 계산,,EXISTENCE,MANUAL,,,내국인 고용인원 규모에 따라 차등; 소수점 이하는 올림,,,,원문 HWPX의 비텍스트 개체로 보이는 구간에 구간별 비율값이 없어 수동 확인 필요,92,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,6,2026-08-25
cc4d0806-b204-46e8-86bc-ffb4943a3937,a73c677a-9af6-46c1-86c8-4162c3022556,중대 법 위반 고용주,employer.disqualification.severe_offense,EXISTENCE,AUTOMATED,NOT_EXISTS,,관련 법 위반 중형 또는 500만원 이상 제재 후 3년 미경과,,3,YEAR,,110,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,7,2026-08-25
631c90c3-e8a3-4768-98bb-60ef7f4350f1,a73c677a-9af6-46c1-86c8-4162c3022556,경미 법 위반 고용주,employer.disqualification.minor_offense,EXISTENCE,AUTOMATED,NOT_EXISTS,,관련 법 위반 500만원 미만 제재 후 1년 미경과,,1,YEAR,,111,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,7,2026-08-25
34472c25-ff3c-49e1-b518-a031ba051beb,a73c677a-9af6-46c1-86c8-4162c3022556,성매매·사행·마약 관련 고용주,employer.disqualification.vice_related_offense,EXISTENCE,AUTOMATED,NOT_EXISTS,,관련 형 종료·확정 후 3년 미경과,,3,YEAR,,112,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,7,2026-08-25
a561f4cd-504c-446d-8b77-2c7db7375565,a73c677a-9af6-46c1-86c8-4162c3022556,성폭력 관련 고용주,employer.disqualification.sexual_violence_offense,EXISTENCE,AUTOMATED,NOT_EXISTS,,관련 형 종료·확정 후 5년 미경과,,5,YEAR,,113,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,7,2026-08-25
2283b412-215c-4773-96fd-dc10522daf90,a73c677a-9af6-46c1-86c8-4162c3022556,근로기준법 위반 고용주,employer.disqualification.labor_law_violation,EXISTENCE,AUTOMATED,NOT_EXISTS,,관련 형 종료·확정 후 3년 미경과,,3,YEAR,,114,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,8,2026-08-25
8af211be-fe0e-46c0-b0cc-a3725ecbc823,a73c677a-9af6-46c1-86c8-4162c3022556,불법체류 다수 발생 초청자,employer.disqualification.mass_illegal_stay_inviter,EXISTENCE,AUTOMATED,NOT_EXISTS,,최근 1년 10명 이상 초청 및 과반 불법체류,,1,LOOKBACK_YEAR,,115,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,8,2026-08-25
e96e8e70-c81a-4109-b635-b9bfb92a7bdd,a73c677a-9af6-46c1-86c8-4162c3022556,신고의무 반복 위반 고용주,employer.disqualification.repeated_reporting_violation,EXISTENCE,AUTOMATED,NOT_EXISTS,,최근 1개월 신고의무 2회 이상 위반,,1,LOOKBACK_YEAR,"원천 unit 컬럼이 'lookback_year'이나 서술은 '최근 1개월' — 원문 그대로 보존, 단위 불일치는 소스 자체의 기존 이슈로 추정(수정하지 않음)",116,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,8,2026-08-25
d96a3dcd-6265-4aaa-a083-6701ee2c4d2e,f1106f3f-7fb1-478e-9c20-24dc1c0bfda2,특례 허용인원,employer.small_business_exception.allowed_headcount,NUMERIC,AUTOMATED,EQ,1,내국인 고용 0명이어도 F-2-R 1명,PERSON,,,,100,2026-05-18,2027-12-31,2c892d50-7de9-431f-95f7-c02c7b2a7d76,6,2026-08-25
91b35432-f043-4a16-aef7-961967a77335,f1106f3f-7fb1-478e-9c20-24dc1c0bfda2,특례 대상,employer.small_business_exception.eligible_entity_type,LIST,AUTOMATED,IN,,"[""small_business_or_agricultural_corporation""]",,,,,101,2026-05-18,2027-12-31,2c892d50-7de9-431f-95f7-c02c7b2a7d76,6,2026-08-25
718a665b-5d9a-4fd5-bb22-f2a663a50c75,f1106f3f-7fb1-478e-9c20-24dc1c0bfda2,소상공인 허용 업종,employer.small_business_exception.allowed_industry,LIST,AUTOMATED,IN,,"[""KSIC 10-34,45-47,561; exclude 562""]",,,,,102,2026-05-18,2027-12-31,2c892d50-7de9-431f-95f7-c02c7b2a7d76,7,2026-08-25
cf1b0bdb-af33-4478-b2dd-d62727f47503,f1106f3f-7fb1-478e-9c20-24dc1c0bfda2,사업 운영기간,employer.small_business_exception.operation_years,NUMERIC,AUTOMATED,GTE,3,3년 이상,YEAR,,,,103,2026-05-18,2027-12-31,2c892d50-7de9-431f-95f7-c02c7b2a7d76,7,2026-08-25
ba1630cc-1776-4093-9757-bac0f5f1ab4c,f1106f3f-7fb1-478e-9c20-24dc1c0bfda2,소상공인 특례 매출액,,NUMERIC,MANUAL,,,전년도 매출액 1억원 이상. 미달 시 최근 2년 평균액 1억원 이상도 허용,,,,두 산정기간의 자동 판정 입력 필드가 확정되지 않아 단일 MANUAL criteria로 보존,104,2026-05-18,2027-12-31,2c892d50-7de9-431f-95f7-c02c7b2a7d76,7,2026-08-25
1953232c-b675-48e8-bdaa-09da05c29713,245f646c-0b01-41dc-a507-9954f5837fa7,사업체 소재지,entrepreneurship.business_region,LIST,AUTOMATED,IN,,"[""recommended_region""]",,,,,60,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-25
51291f0d-f3da-4178-bca4-ff47091ee73f,245f646c-0b01-41dc-a507-9954f5837fa7,총 투자금액,entrepreneurship.total_investment_krw,NUMERIC,AUTOMATED,GTE,200000000,2억원 이상,KRW,,,,61,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-25
